call_id,caller_id,receiver_id,timestamp,duration_sec,call_type,status
C0076671,P03125,P00383,2025-01-18 17:40:40,648,Voice,Answered
C0076672,P01837,P01964,2025-09-28 14:49:22,121,Voice,Answered
C0076673,P08903,P05500,2025-02-19 15:45:34,233,Voice,Answered
C0076674,P08267,P02067,2025-11-17 17:40:35,584,SMS,Answered
C0076675,P05214,P01940,2025-03-14 00:31:57,543,Voice,Answered
C0076676,P02237,P09506,2025-12-11 11:55:05,355,SMS,Answered
C0076677,P06136,P08286,2025-11-15 02:40:16,615,Voice,Answered
C0076678,P02077,P04744,2025-05-27 19:56:08,415,VoIP,Answered
C0076679,P09090,P07581,2025-12-13 20:52:19,873,VoIP,Answered
C0076680,P02751,P07660,2025-12-11 15:23:52,851,VoIP,Answered
C0076681,P08561,P03085,2025-04-17 09:54:59,102,Voice,Answered
C0076682,P08047,P00444,2025-03-31 12:54:15,638,Voice,Answered
C0076683,P06601,P08167,2025-01-30 14:40:42,45,Voice,Answered
C0076684,P02437,P07229,2025-11-05 01:52:38,203,VoIP,Answered
C0076685,P03226,P04678,2025-02-08 14:31:35,145,Voice,Voicemail
C0076686,P01827,P03827,2025-09-24 23:08:48,833,Voice,Answered
C0076687,P03279,P01808,2025-03-02 20:01:02,476,SMS,Missed
C0076688,P00006,P02523,2025-03-10 09:24:29,713,Voice,Answered
C0076689,P04047,P04048,2025-02-18 22:47:01,319,Voice,Answered
C0076690,P00820,P06990,2025-02-15 06:01:48,22,Voice,Answered
C0076691,P09785,P07283,2025-12-12 23:13:30,641,Voice,Answered
C0076692,P07103,P02041,2025-02-26 14:51:01,701,Voice,Answered
C0076693,P03899,P01435,2025-12-12 00:14:21,468,Voice,Answered
C0076694,P00933,P07429,2025-03-14 19:44:09,875,Voice,Answered
C0076695,P07755,P09342,2025-02-10 03:13:17,750,Voice,Answered
C0076696,P03977,P08653,2025-07-16 19:47:32,127,Voice,Answered
C0076697,P09362,P08091,2025-12-20 10:47:52,529,Voice,Answered
C0076698,P03110,P02282,2025-11-18 11:56:03,723,Voice,Answered
C0076699,P00144,P07622,2025-08-10 09:05:33,417,Voice,Answered
C0076700,P06284,P00053,2025-09-11 01:08:52,29,Voice,Answered
C0076701,P04083,P04372,2025-04-17 03:01:00,263,VoIP,Voicemail
C0076702,P05828,P05377,2025-05-29 10:23:11,626,Voice,Answered
C0076703,P02269,P03366,2025-02-08 13:30:36,291,Voice,Voicemail
C0076704,P07970,P07693,2025-12-14 18:14:47,476,VoIP,Answered
C0076705,P01904,P07430,2025-04-12 09:15:57,251,VoIP,Answered
C0076706,P05825,P03984,2025-03-29 15:15:52,359,Voice,Answered
C0076707,P08907,P07721,2025-08-08 03:02:26,458,VoIP,Answered
C0076708,P09853,P04070,2025-02-20 02:13:36,536,SMS,Answered
C0076709,P08809,P02734,2025-11-29 23:14:11,398,Voice,Answered
C0076710,P08743,P00497,2025-07-17 00:01:22,25,Voice,Answered
C0076711,P08687,P03999,2025-11-05 03:19:29,723,Voice,Answered
C0076712,P09609,P02751,2025-06-04 05:02:50,360,SMS,Answered
C0076713,P04795,P05852,2025-05-01 08:51:37,465,Voice,Missed
C0076714,P07660,P02420,2025-11-27 10:33:36,796,Voice,Answered
C0076715,P03941,P01799,2025-10-26 02:59:37,406,SMS,Answered
C0076716,P05858,P03747,2025-12-01 08:34:54,798,VoIP,Answered
C0076717,P08767,P06655,2025-10-07 20:32:47,243,Voice,Answered
C0076718,P04887,P06478,2025-04-15 17:56:03,553,Voice,Answered
C0076719,P06549,P03362,2025-05-04 15:06:16,725,Voice,Missed
C0076720,P06565,P06373,2025-03-02 23:41:52,128,VoIP,Missed
C0076721,P04451,P02572,2025-04-26 05:02:59,104,Voice,Answered
C0076722,P04154,P00641,2025-02-26 22:11:49,503,Voice,Answered
C0076723,P08279,P02156,2025-07-04 06:33:24,486,Voice,Answered
C0076724,P05070,P03537,2025-04-13 11:29:00,231,Voice,Answered
C0076725,P03578,P01052,2025-12-15 10:21:14,138,SMS,Answered
C0076726,P00036,P01857,2025-06-02 03:53:01,97,Voice,Answered
C0076727,P04826,P08918,2025-04-30 21:57:21,870,Voice,Answered
C0076728,P00924,P06749,2025-11-09 06:13:58,225,SMS,Answered
C0076729,P05425,P08092,2025-06-29 23:50:47,204,Voice,Missed
C0076730,P04128,P07147,2025-08-04 10:52:00,105,Voice,Answered
C0076731,P04871,P07939,2025-11-10 21:58:34,225,Voice,Answered
C0076732,P00913,P06313,2025-07-27 21:00:48,694,Voice,Answered
C0076733,P06474,P09718,2025-08-31 21:33:33,683,Voice,Answered
C0076734,P08885,P00768,2025-07-14 00:39:37,259,Voice,Answered
C0076735,P04222,P04551,2025-09-01 15:21:13,665,Voice,Answered
C0076736,P07149,P04526,2025-06-21 01:23:31,320,Voice,Answered
C0076737,P09973,P04601,2025-08-19 20:50:49,431,SMS,Answered
C0076738,P09800,P04258,2025-10-09 18:47:36,738,VoIP,Answered
C0076739,P08958,P04860,2025-01-03 23:20:06,701,Voice,Voicemail
C0076740,P07473,P02365,2025-02-26 00:18:49,230,Voice,Answered
C0076741,P00110,P05863,2025-07-17 09:52:21,51,Voice,Answered
C0076742,P01147,P03016,2025-11-12 19:12:03,577,Voice,Answered
C0076743,P07566,P00103,2025-08-04 09:44:36,812,Voice,Missed
C0076744,P08445,P02937,2025-08-22 19:43:13,269,Voice,Answered
C0076745,P06885,P00006,2025-10-31 11:25:10,773,Voice,Answered
C0076746,P07321,P08924,2025-01-25 16:55:29,282,Voice,Answered
C0076747,P02384,P05697,2025-10-15 01:06:36,266,Voice,Voicemail
C0076748,P02372,P02373,2025-08-11 07:39:47,813,Voice,Answered
C0076749,P01793,P04204,2025-12-08 10:12:22,576,Voice,Answered
C0076750,P03238,P07573,2025-06-04 14:29:59,376,Voice,Answered
C0076751,P03194,P08542,2025-01-13 10:01:06,776,Voice,Answered
C0076752,P06071,P08885,2025-05-21 20:46:22,265,Voice,Answered
C0076753,P01463,P05948,2025-06-09 03:21:27,171,Voice,Answered
C0076754,P00867,P00248,2025-10-30 10:45:31,265,SMS,Missed
C0076755,P04388,P01475,2025-06-30 16:36:50,128,Voice,Answered
C0076756,P03857,P04779,2025-04-02 21:05:20,846,SMS,Answered
C0076757,P03527,P06423,2025-02-27 22:57:07,655,VoIP,Answered
C0076758,P06800,P02773,2025-02-04 01:08:05,313,VoIP,Answered
C0076759,P01936,P02315,2025-03-19 18:52:17,318,Voice,Answered
C0076760,P09434,P02487,2025-10-12 19:56:55,748,VoIP,Answered
C0076761,P01090,P05070,2025-10-24 14:56:13,724,Voice,Answered
C0076762,P03365,P09138,2025-10-03 01:13:49,794,VoIP,Answered
C0076763,P05382,P02516,2025-08-10 18:25:15,807,VoIP,Answered
C0076764,P04219,P00464,2025-07-26 21:49:00,42,VoIP,Answered
C0076765,P02749,P00787,2025-12-20 18:20:08,723,Voice,Answered
C0076766,P01717,P03884,2025-02-02 17:38:16,788,Voice,Answered
C0076767,P08272,P03865,2025-01-31 13:15:18,650,VoIP,Answered
C0076768,P05725,P02543,2025-03-11 03:12:01,198,Voice,Missed
C0076769,P03567,P00381,2025-05-09 15:39:54,130,Voice,Answered
C0076770,P06756,P00260,2025-11-03 07:54:04,369,Voice,Answered
C0076771,P05548,P00394,2025-04-05 07:50:03,706,SMS,Answered
C0076772,P06504,P03569,2025-11-30 10:38:04,574,Voice,Voicemail
C0076773,P02481,P03225,2025-12-26 16:45:11,705,Voice,Answered
C0076774,P08310,P07917,2025-10-15 02:03:56,166,Voice,Voicemail
C0076775,P03836,P07166,2025-01-23 13:38:38,685,Voice,Answered
C0076776,P05125,P04491,2025-07-02 05:53:32,568,VoIP,Answered
C0076777,P03812,P04080,2025-08-24 07:07:41,62,VoIP,Answered
C0076778,P03253,P02463,2025-01-18 04:52:32,161,VoIP,Answered
C0076779,P07343,P02806,2025-06-08 06:35:33,854,Voice,Answered
C0076780,P03890,P04871,2025-09-22 05:06:38,102,SMS,Answered
C0076781,P03004,P03027,2025-08-25 14:50:07,54,Voice,Answered
C0076782,P04930,P09637,2025-04-15 06:38:28,846,Voice,Answered
C0076783,P00238,P07610,2025-04-04 05:08:54,737,Voice,Answered
C0076784,P06077,P02926,2025-12-04 02:21:03,816,Voice,Answered
C0076785,P03859,P06628,2025-10-23 11:09:00,545,VoIP,Answered
C0076786,P01529,P06170,2025-03-30 12:27:54,635,Voice,Answered
C0076787,P07569,P02617,2025-05-29 01:33:33,268,Voice,Answered
C0076788,P01314,P00381,2025-10-05 09:08:34,482,VoIP,Answered
C0076789,P09395,P09396,2025-12-08 09:08:14,103,Voice,Answered
C0076790,P04857,P09549,2025-05-20 11:44:12,688,Voice,Voicemail
C0076791,P09449,P03110,2025-11-02 03:25:35,39,Voice,Answered
C0076792,P02892,P08640,2025-01-22 10:48:28,255,Voice,Missed
C0076793,P01816,P00701,2025-10-08 15:06:21,101,Voice,Answered
C0076794,P03802,P05228,2025-04-24 19:43:53,813,Voice,Answered
C0076795,P06775,P06116,2025-05-19 21:36:34,414,Voice,Answered
C0076796,P03976,P06758,2025-08-28 02:47:01,532,Voice,Answered
C0076797,P04250,P09486,2025-05-11 03:05:14,10,VoIP,Answered
C0076798,P03599,P05298,2025-07-16 02:12:10,608,Voice,Answered
C0076799,P03267,P03383,2025-12-08 12:53:08,867,Voice,Answered
C0076800,P00901,P02759,2025-04-26 17:10:15,184,SMS,Answered
C0076801,P01591,P04707,2025-03-09 14:24:50,295,SMS,Answered
C0076802,P05654,P08068,2025-11-19 20:32:51,830,Voice,Missed
C0076803,P02184,P03947,2025-10-26 17:55:40,34,VoIP,Answered
C0076804,P03967,P05567,2025-06-02 20:41:42,122,Voice,Answered
C0076805,P02869,P05506,2025-12-04 12:26:58,297,VoIP,Answered
C0076806,P09232,P01115,2025-08-28 22:08:33,370,Voice,Missed
C0076807,P06462,P07196,2025-02-23 15:32:31,135,SMS,Voicemail
C0076808,P09866,P01679,2025-02-08 08:03:06,392,Voice,Voicemail
C0076809,P08629,P00795,2025-10-12 15:54:42,241,Voice,Answered
C0076810,P08097,P01152,2025-12-02 12:35:16,207,SMS,Answered
C0076811,P06033,P04784,2025-01-23 13:38:00,848,Voice,Answered
C0076812,P00397,P01734,2025-11-17 18:06:08,105,VoIP,Missed
C0076813,P02329,P09813,2025-09-28 00:00:42,719,Voice,Voicemail
C0076814,P03309,P06779,2025-01-18 16:39:22,374,Voice,Answered
C0076815,P08595,P03825,2025-01-09 11:46:05,602,SMS,Answered
C0076816,P05426,P06359,2025-05-17 13:11:04,258,Voice,Answered
C0076817,P02806,P04797,2025-09-18 07:20:44,131,Voice,Answered
C0076818,P00112,P02323,2025-03-14 14:30:03,242,Voice,Answered
C0076819,P02354,P08273,2025-11-18 22:19:24,601,VoIP,Answered
C0076820,P08444,P00250,2025-10-17 20:46:08,808,SMS,Answered
C0076821,P09396,P07650,2025-01-15 23:18:18,381,Voice,Answered
C0076822,P03650,P07492,2025-07-02 16:47:42,663,Voice,Answered
C0076823,P03140,P03770,2025-04-20 05:56:05,661,VoIP,Answered
C0076824,P05479,P06855,2025-03-18 10:45:23,650,SMS,Answered
C0076825,P03026,P07954,2025-10-23 07:26:52,426,VoIP,Answered
C0076826,P05197,P01017,2025-03-12 21:40:45,812,VoIP,Answered
C0076827,P03058,P02809,2025-05-18 01:47:22,64,Voice,Answered
C0076828,P01691,P03238,2025-03-11 17:34:46,751,Voice,Answered
C0076829,P09428,P02172,2025-03-04 23:27:34,313,Voice,Missed
C0076830,P02995,P09243,2025-12-24 23:12:07,437,Voice,Answered
C0076831,P06748,P04097,2025-09-18 14:15:12,383,Voice,Answered
C0076832,P02996,P01256,2025-01-08 10:48:24,680,Voice,Answered
C0076833,P03292,P02963,2025-04-24 06:14:31,322,Voice,Answered
C0076834,P09424,P01103,2025-10-23 07:29:47,863,Voice,Answered
C0076835,P09738,P05299,2025-02-23 05:40:12,315,VoIP,Missed
C0076836,P03516,P00951,2025-05-20 05:36:16,344,Voice,Missed
C0076837,P04473,P04794,2025-07-28 12:45:04,124,VoIP,Answered
C0076838,P01113,P01901,2025-07-09 16:03:17,878,Voice,Answered
C0076839,P03117,P01697,2025-10-09 20:08:50,280,SMS,Answered
C0076840,P00437,P09237,2025-11-20 11:32:45,312,Voice,Answered
C0076841,P01903,P08133,2025-01-12 09:59:49,771,Voice,Answered
C0076842,P07395,P09553,2025-12-20 23:12:57,444,Voice,Answered
C0076843,P06243,P01672,2025-12-26 10:56:18,604,Voice,Answered
C0076844,P09297,P07243,2025-02-22 07:06:03,742,Voice,Answered
C0076845,P02299,P07765,2025-11-19 15:05:40,312,Voice,Answered
C0076846,P02101,P07820,2025-03-08 21:19:38,757,VoIP,Answered
C0076847,P05621,P04512,2025-03-14 00:57:25,881,SMS,Answered
C0076848,P01122,P04094,2025-03-14 10:55:28,743,Voice,Answered
C0076849,P06797,P00669,2025-06-16 12:16:12,463,Voice,Answered
C0076850,P05882,P07614,2025-08-12 10:06:27,854,Voice,Missed
C0076851,P03937,P04840,2025-11-14 03:15:55,741,Voice,Answered
C0076852,P05069,P09089,2025-05-14 05:32:28,528,SMS,Answered
C0076853,P05232,P08722,2025-12-15 08:31:35,770,Voice,Answered
C0076854,P06442,P06634,2025-06-08 18:01:24,751,Voice,Answered
C0076855,P09973,P06423,2025-07-21 15:51:22,270,VoIP,Answered
C0076856,P08732,P02065,2025-01-22 09:44:48,59,Voice,Missed
C0076857,P06908,P06259,2025-04-20 08:05:25,882,VoIP,Answered
C0076858,P00765,P08665,2025-06-01 22:01:40,127,Voice,Answered
C0076859,P04219,P08203,2025-12-22 16:37:06,830,VoIP,Voicemail
C0076860,P06760,P00742,2025-04-25 21:27:44,628,VoIP,Answered
C0076861,P03047,P04325,2025-02-23 19:44:23,42,Voice,Answered
C0076862,P08813,P08477,2025-07-02 09:59:38,622,SMS,Answered
C0076863,P09479,P06471,2025-05-25 04:32:18,454,Voice,Answered
C0076864,P00256,P00500,2025-03-07 06:00:39,448,Voice,Answered
C0076865,P09491,P08784,2025-12-05 15:38:15,793,Voice,Voicemail
C0076866,P09625,P05801,2025-10-16 03:27:46,571,Voice,Voicemail
C0076867,P01546,P01322,2025-12-23 09:47:03,586,VoIP,Answered
C0076868,P02474,P02500,2025-03-28 09:28:55,655,Voice,Missed
C0076869,P08815,P07034,2025-12-25 02:19:16,777,Voice,Answered
C0076870,P09672,P09630,2025-10-22 13:33:03,636,VoIP,Missed
C0076871,P04129,P01774,2025-03-10 17:43:21,181,SMS,Answered
C0076872,P07058,P09626,2025-08-31 03:33:04,319,Voice,Answered
C0076873,P07906,P09057,2025-08-05 18:19:16,602,SMS,Answered
C0076874,P05040,P01870,2025-09-06 16:35:33,461,Voice,Answered
C0076875,P02058,P07904,2025-07-31 11:35:01,557,Voice,Answered
C0076876,P01912,P08452,2025-02-16 22:10:01,369,Voice,Answered
C0076877,P04321,P03283,2025-03-22 03:16:18,814,Voice,Answered
C0076878,P06327,P08075,2025-07-03 12:49:04,524,Voice,Answered
C0076879,P00751,P01279,2025-12-19 06:42:14,480,Voice,Missed
C0076880,P01974,P02295,2025-10-28 23:52:17,568,Voice,Answered
C0076881,P08398,P07781,2025-12-26 12:21:29,299,Voice,Missed
C0076882,P00627,P06524,2025-11-09 21:27:09,854,VoIP,Answered
C0076883,P08077,P07456,2025-12-07 21:29:50,189,Voice,Answered
C0076884,P05615,P01956,2025-12-12 00:30:53,335,SMS,Answered
C0076885,P03827,P05598,2025-07-04 06:33:35,302,Voice,Answered
C0076886,P00340,P07776,2025-06-05 13:48:55,684,Voice,Answered
C0076887,P04234,P03916,2025-05-06 21:05:26,373,Voice,Answered
C0076888,P03988,P09171,2025-02-15 18:58:25,318,Voice,Answered
C0076889,P04701,P02343,2025-04-15 04:02:04,543,Voice,Answered
C0076890,P02600,P00808,2025-04-24 03:49:36,161,Voice,Answered
C0076891,P03263,P06265,2025-10-31 03:57:50,446,Voice,Answered
C0076892,P00722,P09522,2025-06-30 16:11:22,38,Voice,Answered
C0076893,P01068,P00376,2025-10-03 11:51:02,849,Voice,Answered
C0076894,P09119,P03910,2025-09-07 23:18:51,831,Voice,Answered
C0076895,P00076,P06394,2025-02-17 08:02:14,228,VoIP,Answered
C0076896,P06842,P07751,2025-02-11 05:15:18,154,Voice,Answered
C0076897,P09477,P07148,2025-02-24 16:35:39,529,SMS,Voicemail
C0076898,P01949,P06352,2025-02-02 04:14:10,425,Voice,Answered
C0076899,P09892,P00454,2025-02-28 08:14:53,512,VoIP,Voicemail
C0076900,P07184,P05353,2025-08-25 19:45:03,375,SMS,Answered
C0076901,P09549,P04394,2025-12-11 15:30:42,512,Voice,Answered
C0076902,P00823,P05197,2025-12-18 23:58:49,388,SMS,Answered
C0076903,P02988,P09053,2025-11-18 20:41:50,134,SMS,Answered
C0076904,P05924,P08554,2025-02-09 12:30:38,758,Voice,Answered
C0076905,P00112,P04659,2025-08-08 00:31:51,416,Voice,Answered
C0076906,P02923,P08351,2025-10-28 03:25:16,270,VoIP,Answered
C0076907,P06510,P05894,2025-11-03 12:18:01,620,VoIP,Voicemail
C0076908,P08617,P00437,2025-04-15 08:32:20,618,SMS,Answered
C0076909,P07090,P04836,2025-09-13 21:41:56,524,Voice,Answered
C0076910,P03316,P00900,2025-08-04 22:47:13,78,VoIP,Answered
C0076911,P07704,P02634,2025-06-23 20:55:42,899,Voice,Answered
C0076912,P06478,P00012,2025-01-08 12:27:08,415,Voice,Answered
C0076913,P02377,P06795,2025-04-14 06:15:18,528,Voice,Answered
C0076914,P03413,P00924,2025-08-26 17:54:46,158,Voice,Answered
C0076915,P07065,P08711,2025-01-16 03:12:42,749,Voice,Answered
C0076916,P02626,P07788,2025-09-19 10:49:11,417,Voice,Answered
C0076917,P01984,P04075,2025-10-25 15:39:52,632,SMS,Answered
C0076918,P08703,P05033,2025-02-14 03:23:09,45,Voice,Answered
C0076919,P04736,P03592,2025-05-28 17:59:56,104,Voice,Missed
C0076920,P03938,P06874,2025-04-02 14:39:56,463,Voice,Missed
C0076921,P05077,P09156,2025-03-12 03:42:05,751,Voice,Missed
C0076922,P04493,P04161,2025-12-13 00:30:31,877,VoIP,Answered
C0076923,P04716,P03962,2025-08-03 22:21:03,540,Voice,Answered
C0076924,P00687,P06387,2025-10-13 03:17:55,227,VoIP,Missed
C0076925,P07361,P03630,2025-07-04 21:43:35,830,Voice,Answered
C0076926,P09481,P08849,2025-11-24 12:57:17,638,Voice,Answered
C0076927,P05685,P04647,2025-07-02 09:38:23,189,Voice,Answered
C0076928,P08907,P04528,2025-01-01 02:47:47,765,Voice,Answered
C0076929,P08903,P06876,2025-01-07 19:47:57,7,Voice,Voicemail
C0076930,P06134,P04090,2025-10-29 21:11:38,112,Voice,Answered
C0076931,P01095,P03252,2025-07-18 01:42:27,453,Voice,Answered
C0076932,P07918,P07356,2025-02-25 23:20:08,280,SMS,Voicemail
C0076933,P03530,P01964,2025-01-09 02:18:32,358,Voice,Missed
C0076934,P01253,P08987,2025-10-17 12:53:46,283,VoIP,Answered
C0076935,P09616,P01736,2025-05-03 17:00:02,741,SMS,Answered
C0076936,P04932,P02614,2025-12-17 07:54:52,883,Voice,Missed
C0076937,P02605,P06574,2025-07-22 04:56:29,260,Voice,Answered
C0076938,P06544,P08338,2025-08-01 22:44:18,473,Voice,Answered
C0076939,P00742,P07942,2025-11-27 15:59:30,310,Voice,Answered
C0076940,P08666,P07613,2025-02-28 02:18:39,805,Voice,Answered
C0076941,P01938,P08119,2025-09-09 23:35:35,9,Voice,Voicemail
C0076942,P03251,P04617,2025-07-04 16:21:41,201,Voice,Voicemail
C0076943,P05437,P04225,2025-07-31 05:02:53,699,SMS,Voicemail
C0076944,P02102,P05492,2025-10-06 18:14:59,526,Voice,Voicemail
C0076945,P00065,P03245,2025-12-30 06:11:28,452,Voice,Answered
C0076946,P01577,P00653,2025-06-27 08:57:03,199,VoIP,Answered
C0076947,P03781,P08525,2025-12-25 19:49:19,541,VoIP,Answered
C0076948,P05113,P08785,2025-11-29 22:10:50,626,Voice,Answered
C0076949,P09541,P07008,2025-06-12 11:38:49,712,Voice,Answered
C0076950,P07904,P05892,2025-04-30 04:48:39,623,Voice,Answered
C0076951,P03761,P07511,2025-10-10 00:30:26,210,Voice,Answered
C0076952,P02642,P00138,2025-10-21 09:35:26,652,Voice,Answered
C0076953,P00491,P06029,2025-04-09 09:11:08,550,Voice,Answered
C0076954,P04901,P01492,2025-01-21 04:44:32,388,Voice,Answered
C0076955,P03829,P01210,2025-03-21 08:17:14,356,Voice,Answered
C0076956,P07630,P04780,2025-07-17 11:11:26,184,Voice,Answered
C0076957,P01600,P05231,2025-06-14 18:26:16,439,SMS,Answered
C0076958,P07213,P08325,2025-06-04 02:56:39,346,Voice,Answered
C0076959,P04695,P03388,2025-03-24 20:14:34,226,VoIP,Missed
C0076960,P07266,P09470,2025-01-15 06:49:59,822,Voice,Answered
C0076961,P06269,P03376,2025-04-08 19:51:45,734,Voice,Answered
C0076962,P06760,P05725,2025-11-03 10:58:53,285,Voice,Missed
C0076963,P01378,P02033,2025-01-11 12:25:45,615,VoIP,Answered
C0076964,P01411,P00638,2025-07-08 23:30:39,507,Voice,Answered
C0076965,P08415,P05785,2025-09-18 06:19:27,635,Voice,Answered
C0076966,P07001,P04117,2025-10-01 04:00:00,170,SMS,Answered
C0076967,P07026,P02035,2025-10-23 07:08:17,246,VoIP,Answered
C0076968,P02497,P00386,2025-07-26 12:44:53,109,Voice,Answered
C0076969,P01727,P07272,2025-07-04 00:02:36,409,Voice,Missed
C0076970,P06699,P00690,2025-01-26 19:27:32,558,Voice,Answered
C0076971,P05838,P07198,2025-08-30 15:44:08,668,Voice,Answered
C0076972,P00117,P06851,2025-03-26 14:34:47,653,Voice,Missed
C0076973,P04394,P04444,2025-09-09 11:26:09,173,Voice,Answered
C0076974,P05570,P02496,2025-09-24 04:39:42,119,Voice,Answered
C0076975,P08547,P00495,2025-01-14 08:43:42,564,Voice,Answered
C0076976,P02065,P08645,2025-05-10 14:35:39,56,Voice,Answered
C0076977,P08439,P07983,2025-01-31 02:07:51,87,Voice,Answered
C0076978,P01684,P06719,2025-02-28 04:42:07,714,VoIP,Missed
C0076979,P08417,P05925,2025-11-21 00:35:47,691,Voice,Answered
C0076980,P01558,P04346,2025-01-02 23:04:33,192,Voice,Answered
C0076981,P08883,P02607,2025-07-03 15:12:54,526,Voice,Answered
C0076982,P07264,P01428,2025-08-13 19:38:34,53,Voice,Answered
C0076983,P08516,P02135,2025-09-18 01:48:56,178,Voice,Voicemail
C0076984,P00621,P09111,2025-11-23 14:33:17,293,Voice,Missed
C0076985,P09299,P05408,2025-12-17 17:00:22,616,VoIP,Missed
C0076986,P08021,P07951,2025-07-15 20:15:47,159,Voice,Answered
C0076987,P06743,P09682,2025-09-22 23:07:16,45,Voice,Answered
C0076988,P08420,P08894,2025-12-27 20:24:21,463,Voice,Answered
C0076989,P08778,P06028,2025-03-12 01:38:11,574,Voice,Answered
C0076990,P05759,P09217,2025-01-27 23:19:01,419,VoIP,Answered
C0076991,P01166,P00801,2025-01-17 10:27:18,349,SMS,Answered
C0076992,P02177,P07132,2025-07-22 04:56:21,475,Voice,Answered
C0076993,P05284,P05031,2025-06-19 08:45:34,721,Voice,Answered
C0076994,P07203,P08354,2025-03-02 09:07:48,792,Voice,Answered
C0076995,P01795,P06397,2025-02-07 22:08:26,279,Voice,Answered
C0076996,P02958,P05840,2025-02-18 23:49:44,60,Voice,Answered
C0076997,P03374,P00592,2025-03-05 05:18:46,397,Voice,Answered
C0076998,P08994,P01114,2025-01-09 09:52:07,64,Voice,Answered
C0076999,P08137,P01906,2025-10-31 00:45:03,294,Voice,Answered
C0077000,P00199,P03701,2025-11-02 18:50:09,108,VoIP,Answered
C0077001,P08920,P00315,2025-05-28 06:10:31,528,Voice,Voicemail
C0077002,P06534,P05854,2025-01-03 06:02:31,206,Voice,Answered
C0077003,P01235,P01236,2025-05-23 03:41:46,846,SMS,Answered
C0077004,P02281,P06276,2025-11-16 04:04:59,586,Voice,Answered
C0077005,P07656,P04390,2025-01-14 14:33:33,217,Voice,Answered
C0077006,P09420,P05419,2025-09-05 01:07:24,286,Voice,Missed
C0077007,P03012,P03676,2025-03-06 02:45:21,44,Voice,Missed
C0077008,P09224,P05270,2025-01-12 08:38:40,854,Voice,Answered
C0077009,P07487,P02108,2025-12-03 20:36:41,418,Voice,Answered
C0077010,P09490,P02055,2025-06-15 23:36:49,636,Voice,Answered
C0077011,P04222,P00414,2025-07-27 23:49:40,678,VoIP,Answered
C0077012,P08176,P07379,2025-02-28 07:45:08,510,VoIP,Answered
C0077013,P06460,P09327,2025-11-08 08:24:26,856,VoIP,Answered
C0077014,P08965,P05292,2025-12-07 08:34:38,87,Voice,Answered
C0077015,P02630,P04744,2025-07-17 05:31:17,824,Voice,Answered
C0077016,P02489,P03147,2025-03-01 11:16:05,147,Voice,Answered
C0077017,P07608,P07827,2025-02-21 05:56:11,549,SMS,Answered
C0077018,P00171,P04688,2025-06-14 13:39:32,122,Voice,Answered
C0077019,P01574,P07701,2025-01-18 01:38:29,120,Voice,Answered
C0077020,P00808,P00809,2025-12-19 02:30:26,485,Voice,Answered
C0077021,P02437,P03030,2025-07-13 10:44:05,670,VoIP,Voicemail
C0077022,P00066,P05460,2025-03-17 22:31:15,197,Voice,Answered
C0077023,P09188,P01785,2025-02-14 13:57:16,197,Voice,Answered
C0077024,P05142,P03344,2025-04-16 19:47:51,194,Voice,Answered
C0077025,P00488,P01551,2025-02-16 10:06:04,107,Voice,Answered
C0077026,P02811,P03959,2025-05-22 16:54:51,596,Voice,Missed
C0077027,P07574,P05976,2025-04-03 04:01:00,306,Voice,Answered
C0077028,P06406,P00290,2025-01-18 10:49:04,477,Voice,Answered
C0077029,P00357,P05193,2025-05-29 09:26:42,728,Voice,Answered
C0077030,P00460,P08419,2025-07-20 23:13:35,75,VoIP,Answered
C0077031,P03391,P02722,2025-10-09 08:12:13,568,Voice,Missed
C0077032,P06542,P05840,2025-12-25 18:02:24,864,Voice,Answered
C0077033,P03540,P01585,2025-01-18 19:24:04,260,VoIP,Missed
C0077034,P09676,P05724,2025-12-01 03:12:05,503,Voice,Answered
C0077035,P01676,P07924,2025-03-13 16:06:38,691,Voice,Answered
C0077036,P02784,P05214,2025-05-12 07:22:42,106,VoIP,Missed
C0077037,P00394,P09379,2025-11-02 23:29:34,571,Voice,Missed
C0077038,P08883,P07137,2025-11-05 06:41:10,91,VoIP,Voicemail
C0077039,P08722,P03227,2025-04-21 17:25:49,193,Voice,Answered
C0077040,P05152,P07277,2025-09-30 10:47:29,491,Voice,Missed
C0077041,P03885,P02295,2025-03-17 12:38:52,147,VoIP,Answered
C0077042,P02334,P01828,2025-06-03 18:44:29,622,VoIP,Answered
C0077043,P01272,P03840,2025-02-16 05:25:09,816,Voice,Answered
C0077044,P00987,P06007,2025-01-23 14:20:17,462,Voice,Answered
C0077045,P03081,P09330,2025-03-28 17:20:26,875,Voice,Answered
C0077046,P04830,P07870,2025-12-20 00:36:38,160,SMS,Answered
C0077047,P09559,P06021,2025-09-04 20:48:41,153,Voice,Answered
C0077048,P05144,P08035,2025-06-22 14:38:29,859,Voice,Answered
C0077049,P04076,P01405,2025-08-22 17:33:45,784,VoIP,Answered
C0077050,P03846,P07726,2025-02-06 20:39:33,634,Voice,Answered
C0077051,P02762,P02018,2025-06-17 08:57:10,330,Voice,Answered
C0077052,P03416,P05879,2025-10-27 23:05:37,314,Voice,Answered
C0077053,P07392,P01484,2025-11-25 03:28:11,81,VoIP,Answered
C0077054,P02183,P09451,2025-10-11 04:02:37,488,Voice,Answered
