transaction_id,sender_id,receiver_id,amount_inr,date,method,location,risk_label
T0023099,P00845,P03022,34076,2025-06-20,UPI,Bengaluru,Normal
T0023100,P03311,P05975,412510,2025-09-14,Bank Transfer,Surat,Suspicious
T0023101,P09451,P01691,359282,2025-06-11,Cash,Bengaluru,Suspicious
T0023102,P05491,P02471,46997,2025-06-24,Bank Transfer,Mumbai,Normal
T0023103,P07024,P05808,9941,2025-08-22,Bank Transfer,Mumbai,Normal
T0023104,P07739,P03521,257285,2025-02-27,UPI,Kolkata,Normal
T0023105,P07141,P01108,567027,2025-08-04,Crypto,Pune,Suspicious
T0023106,P00107,P07559,109510,2025-03-12,Bank Transfer,Bengaluru,Normal
T0023107,P04193,P09227,212218,2025-02-27,UPI,Indore,Normal
T0023108,P01179,P02922,25896,2025-12-25,Bank Transfer,Rajkot,Normal
T0023109,P02562,P06586,119429,2025-11-04,Cash,Delhi,Normal
T0023110,P04987,P07580,706510,2025-10-13,Cash,Hyderabad,Suspicious
T0023111,P02251,P01793,159700,2025-10-30,UPI,Jaipur,Normal
T0023112,P02194,P04767,12348,2025-06-10,Bank Transfer,Surat,Normal
T0023113,P01277,P08206,31449,2025-07-11,Crypto,Surat,Normal
T0023114,P03584,P05258,29692,2025-12-31,Bank Transfer,Mumbai,Normal
T0023115,P00064,P09280,91903,2025-07-29,UPI,Rajkot,Normal
T0023116,P07566,P09540,475858,2025-10-18,Bank Transfer,Pune,Suspicious
T0023117,P02696,P08672,28005,2025-12-19,Cash,Hyderabad,Normal
T0023118,P06098,P03564,2092571,2025-11-28,UPI,Mumbai,Suspicious
T0023119,P04151,P08589,7849,2025-04-21,Bank Transfer,Jaipur,Normal
T0023120,P02653,P05179,84513,2025-12-16,UPI,Bengaluru,Normal
T0023121,P08363,P04656,253322,2025-03-15,UPI,Hyderabad,Normal
T0023122,P06855,P07463,161909,2025-09-18,Wallet,Kolkata,Normal
T0023123,P02650,P00562,301000,2025-10-03,Cash,Indore,Suspicious
T0023124,P09397,P09780,151538,2025-04-21,Bank Transfer,Ahmedabad,Normal
T0023125,P00909,P01918,15361,2025-10-12,Cash,Vadodara,Normal
T0023126,P08031,P09895,19757,2025-01-10,Bank Transfer,Kolkata,Normal
T0023127,P02684,P02779,204779,2025-03-31,Wallet,Indore,Normal
T0023128,P08464,P02753,190810,2025-12-18,Bank Transfer,Kolkata,Normal
T0023129,P01694,P07257,121093,2025-04-11,UPI,Delhi,Normal
T0023130,P04012,P00417,34485,2025-04-19,UPI,Ahmedabad,Normal
T0023131,P01144,P00039,41457,2025-03-24,Cash,Mumbai,Normal
T0023132,P08286,P09608,45705,2025-09-19,Crypto,Mumbai,Normal
T0023133,P02205,P03747,296939,2025-06-22,Wallet,Pune,Normal
T0023134,P08590,P04568,361482,2025-05-15,Cash,Delhi,Suspicious
T0023135,P07986,P07987,59245,2025-09-15,Bank Transfer,Pune,Normal
T0023136,P01759,P02875,230462,2025-01-18,UPI,Mumbai,Normal
T0023137,P06393,P05174,224628,2025-09-04,UPI,Indore,Normal
T0023138,P00378,P03045,32964,2025-01-26,Crypto,Hyderabad,Normal
T0023139,P00891,P09910,162831,2025-12-24,Cash,Hyderabad,Normal
T0023140,P03211,P06723,70570,2025-11-06,UPI,Kolkata,Normal
T0023141,P07173,P09692,70428,2025-10-11,UPI,Surat,Normal
T0023142,P00122,P07916,125407,2025-09-11,Cash,Rajkot,Normal
T0023143,P03861,P02796,38310,2025-02-04,Bank Transfer,Ahmedabad,Normal
T0023144,P01644,P05787,97269,2025-02-09,UPI,Jaipur,Normal
T0023145,P01869,P05042,90846,2025-10-08,Crypto,Ahmedabad,Normal
T0023146,P05009,P03057,49178,2025-02-11,Crypto,Delhi,Normal
T0023147,P09707,P00784,367530,2025-11-03,UPI,Pune,Suspicious
T0023148,P06469,P02295,33635,2025-03-16,Bank Transfer,Pune,Normal
T0023149,P04054,P07872,78583,2025-11-14,UPI,Bengaluru,Suspicious
T0023150,P01212,P07004,56704,2025-11-17,Crypto,Hyderabad,Normal
T0023151,P07057,P02939,6607,2025-05-30,Bank Transfer,Surat,Normal
T0023152,P09236,P07236,10250,2025-01-25,UPI,Pune,Normal
T0023153,P06044,P08122,32368,2025-09-09,Cash,Kolkata,Normal
T0023154,P05949,P07950,233022,2025-05-31,Bank Transfer,Ahmedabad,Normal
T0023155,P06842,P08493,705139,2025-11-11,Crypto,Rajkot,Suspicious
T0023156,P03618,P01648,262475,2025-08-29,Cash,Ahmedabad,Normal
T0023157,P03563,P09268,115526,2025-08-24,Bank Transfer,Indore,Normal
T0023158,P03524,P05764,47309,2025-11-10,UPI,Vadodara,Suspicious
T0023159,P08794,P02940,140229,2025-10-15,Bank Transfer,Indore,Normal
T0023160,P01360,P04218,297173,2025-06-22,Cash,Rajkot,Normal
T0023161,P05740,P07568,156194,2025-09-30,Crypto,Rajkot,Normal
T0023162,P06053,P03277,44153,2025-04-30,Wallet,Surat,Normal
T0023163,P00895,P06736,42539,2025-02-10,Bank Transfer,Vadodara,Normal
T0023164,P05735,P01409,13792,2025-04-26,Wallet,Rajkot,Normal
T0023165,P01034,P09418,217132,2025-05-26,Bank Transfer,Mumbai,Normal
T0023166,P01744,P05197,239198,2025-12-17,Bank Transfer,Jaipur,Normal
T0023167,P02452,P06103,421196,2025-01-16,UPI,Delhi,Suspicious
T0023168,P05868,P09213,24408,2025-03-20,Bank Transfer,Bengaluru,Normal
T0023169,P04526,P00478,197509,2025-08-17,UPI,Jaipur,Normal
T0023170,P07224,P03658,17753,2025-02-24,Bank Transfer,Surat,Suspicious
T0023171,P03676,P08816,54239,2025-09-14,UPI,Jaipur,Normal
T0023172,P07618,P08270,379205,2025-04-29,Bank Transfer,Delhi,Suspicious
T0023173,P08538,P01169,24704,2025-05-14,Bank Transfer,Indore,Normal
T0023174,P06440,P05810,323025,2025-03-11,Bank Transfer,Delhi,Suspicious
T0023175,P02312,P00005,194943,2025-10-18,Bank Transfer,Surat,Normal
T0023176,P02321,P03839,45917,2025-06-16,Wallet,Rajkot,Normal
T0023177,P05606,P04743,11839,2025-04-30,UPI,Indore,Normal
T0023178,P04136,P07693,34945,2025-04-13,Crypto,Hyderabad,Normal
T0023179,P03536,P08443,38066,2025-06-15,Bank Transfer,Vadodara,Normal
T0023180,P09745,P07271,38122,2025-12-27,UPI,Ahmedabad,Normal
T0023181,P02161,P04035,79726,2025-10-13,Crypto,Mumbai,Normal
T0023182,P01103,P06111,86082,2025-06-20,UPI,Surat,Normal
T0023183,P03077,P00693,142761,2025-06-13,Bank Transfer,Rajkot,Normal
T0023184,P09638,P01025,54286,2025-09-01,Cash,Mumbai,Suspicious
T0023185,P08362,P00692,21204,2025-05-30,Bank Transfer,Bengaluru,Normal
T0023186,P00531,P07135,429330,2025-01-22,Crypto,Ahmedabad,Suspicious
T0023187,P00378,P08094,124867,2025-01-19,UPI,Bengaluru,Normal
T0023188,P04479,P07250,216322,2025-05-17,Cash,Indore,Normal
T0023189,P01055,P06696,135458,2025-03-28,Bank Transfer,Jaipur,Normal
T0023190,P01928,P01346,90386,2025-02-15,Bank Transfer,Vadodara,Normal
T0023191,P05700,P02812,27066,2025-02-20,UPI,Bengaluru,Normal
T0023192,P07670,P02940,26580,2025-04-04,Cash,Mumbai,Normal
T0023193,P02303,P08295,218873,2025-07-29,Bank Transfer,Delhi,Normal
T0023194,P06856,P03905,13913,2025-12-21,Cash,Vadodara,Normal
T0023195,P03730,P06165,325608,2025-05-04,Bank Transfer,Vadodara,Suspicious
T0023196,P05621,P04322,137290,2025-11-29,Bank Transfer,Surat,Normal
T0023197,P03483,P00901,267011,2025-06-05,Cash,Pune,Normal
T0023198,P07666,P08619,75817,2025-08-28,UPI,Pune,Normal
T0023199,P05919,P07013,26492,2025-11-06,Crypto,Surat,Normal
T0023200,P03952,P03530,13022,2025-12-20,Bank Transfer,Delhi,Normal
T0023201,P02060,P08770,152535,2025-10-16,UPI,Ahmedabad,Suspicious
T0023202,P03963,P07907,1623685,2025-04-07,Cash,Rajkot,Suspicious
T0023203,P01197,P02723,95900,2025-09-12,UPI,Rajkot,Suspicious
T0023204,P06991,P07174,25321,2025-02-27,Bank Transfer,Kolkata,Suspicious
T0023205,P05916,P06892,31460,2025-12-02,UPI,Rajkot,Normal
T0023206,P08027,P06001,70111,2025-12-12,Wallet,Ahmedabad,Normal
T0023207,P00794,P03206,11435,2025-09-08,Cash,Jaipur,Normal
T0023208,P09631,P02936,168157,2025-12-20,Cash,Pune,Normal
T0023209,P06496,P08720,68179,2025-09-18,Bank Transfer,Jaipur,Normal
T0023210,P03010,P04991,67270,2025-10-01,Bank Transfer,Delhi,Normal
T0023211,P00788,P07509,7488,2025-04-30,Bank Transfer,Pune,Normal
T0023212,P02834,P08967,2594,2025-03-27,Bank Transfer,Surat,Normal
T0023213,P08095,P02921,34568,2025-05-21,Bank Transfer,Bengaluru,Normal
T0023214,P00254,P02698,99688,2025-10-17,UPI,Kolkata,Normal
T0023215,P07113,P02267,926547,2025-10-21,Bank Transfer,Bengaluru,Suspicious
T0023216,P03069,P01854,378532,2025-09-23,Bank Transfer,Mumbai,Suspicious
T0023217,P02057,P01708,674810,2025-02-04,UPI,Delhi,Suspicious
T0023218,P02654,P06398,138529,2025-01-29,UPI,Vadodara,Normal
T0023219,P09567,P04367,72225,2025-06-01,Cash,Delhi,Suspicious
T0023220,P01238,P08133,105388,2025-10-28,Bank Transfer,Rajkot,Normal
T0023221,P08919,P02804,86169,2025-04-01,Bank Transfer,Kolkata,Normal
T0023222,P00354,P08564,532502,2025-10-29,Bank Transfer,Surat,Suspicious
T0023223,P08127,P00561,152482,2025-11-08,UPI,Indore,Normal
T0023224,P05192,P03347,85691,2025-08-03,UPI,Hyderabad,Normal
T0023225,P09741,P08677,57932,2025-09-11,UPI,Surat,Normal
T0023226,P06622,P00709,388961,2025-04-27,Bank Transfer,Jaipur,Suspicious
T0023227,P03684,P02992,100354,2025-12-11,Bank Transfer,Mumbai,Normal
T0023228,P04118,P06721,38268,2025-04-19,UPI,Surat,Suspicious
T0023229,P04337,P00437,62754,2025-01-01,UPI,Jaipur,Normal
T0023230,P09111,P07807,28970,2025-09-17,UPI,Kolkata,Normal
T0023231,P06539,P01487,52412,2025-08-08,UPI,Hyderabad,Normal
T0023232,P02426,P06837,39102,2025-02-16,Bank Transfer,Ahmedabad,Normal
T0023233,P06683,P01508,57631,2025-11-04,Bank Transfer,Ahmedabad,Normal
T0023234,P07476,P02237,100111,2025-07-24,Bank Transfer,Jaipur,Normal
T0023235,P08883,P07240,31570,2025-08-19,Bank Transfer,Jaipur,Normal
T0023236,P05596,P03367,23996,2025-03-27,Crypto,Surat,Suspicious
T0023237,P08959,P03614,17055,2025-05-07,UPI,Hyderabad,Suspicious
T0023238,P00813,P04021,12947,2025-10-10,Crypto,Delhi,Normal
T0023239,P06116,P01291,85265,2025-09-07,Bank Transfer,Mumbai,Normal
T0023240,P04412,P09364,249791,2025-03-22,Bank Transfer,Kolkata,Normal
T0023241,P00776,P06782,36818,2025-05-28,Bank Transfer,Delhi,Normal
T0023242,P03759,P05464,76883,2025-10-06,Bank Transfer,Rajkot,Normal
T0023243,P08069,P05974,36382,2025-08-09,Cash,Mumbai,Normal
T0023244,P06164,P04191,19540,2025-04-10,UPI,Delhi,Normal
T0023245,P08919,P09732,22189,2025-03-02,Wallet,Hyderabad,Normal
T0023246,P01467,P05438,30603,2025-10-29,UPI,Jaipur,Normal
T0023247,P07045,P04108,509050,2025-09-02,Wallet,Indore,Suspicious
T0023248,P03602,P01878,31341,2025-06-21,UPI,Mumbai,Suspicious
T0023249,P00234,P05737,167212,2025-07-16,UPI,Pune,Normal
T0023250,P03878,P05032,45245,2025-10-24,UPI,Surat,Normal
T0023251,P00158,P02556,291850,2025-04-21,Crypto,Surat,Normal
T0023252,P07698,P04792,23170,2025-05-14,Bank Transfer,Mumbai,Normal
T0023253,P01828,P03457,110155,2025-06-12,UPI,Mumbai,Normal
T0023254,P04801,P07831,497017,2025-06-22,UPI,Surat,Suspicious
T0023255,P01571,P06716,80535,2025-06-14,UPI,Indore,Normal
T0023256,P03954,P08956,229095,2025-02-18,Crypto,Ahmedabad,Normal
T0023257,P02686,P08468,273542,2025-12-06,UPI,Indore,Normal
T0023258,P04408,P06952,663494,2025-07-11,Bank Transfer,Rajkot,Suspicious
T0023259,P04506,P00590,266469,2025-09-11,Bank Transfer,Bengaluru,Normal
T0023260,P08251,P06494,117990,2025-10-28,Wallet,Ahmedabad,Normal
T0023261,P06587,P01198,70848,2025-05-02,Crypto,Pune,Suspicious
T0023262,P09424,P07242,6142,2025-04-16,Bank Transfer,Bengaluru,Normal
T0023263,P06387,P00359,17731,2025-07-07,Bank Transfer,Rajkot,Normal
T0023264,P02185,P00343,11396,2025-09-10,Crypto,Ahmedabad,Suspicious
T0023265,P04641,P03351,2815,2025-09-01,UPI,Ahmedabad,Normal
T0023266,P00096,P06321,52478,2025-07-02,Crypto,Kolkata,Normal
T0023267,P01650,P03008,36961,2025-11-12,Wallet,Vadodara,Normal
T0023268,P08209,P08803,57313,2025-03-12,Bank Transfer,Kolkata,Normal
T0023269,P03641,P07361,329598,2025-03-15,Bank Transfer,Vadodara,Suspicious
T0023270,P02324,P09926,41819,2025-09-25,Crypto,Rajkot,Normal
T0023271,P01692,P09556,20470,2025-06-30,Bank Transfer,Kolkata,Normal
T0023272,P05253,P04655,52764,2025-11-26,UPI,Mumbai,Normal
T0023273,P08519,P00149,35503,2025-02-03,UPI,Ahmedabad,Normal
T0023274,P05483,P07873,23325,2025-02-04,UPI,Pune,Normal
T0023275,P05361,P00330,101177,2025-06-15,Wallet,Surat,Normal
T0023276,P08220,P04723,12191,2025-08-02,Wallet,Hyderabad,Suspicious
T0023277,P09510,P01246,7274,2025-10-28,UPI,Hyderabad,Normal
T0023278,P03701,P00281,285243,2025-03-22,UPI,Ahmedabad,Normal
T0023279,P09172,P08826,69069,2025-10-16,Bank Transfer,Kolkata,Normal
T0023280,P09846,P00606,82118,2025-09-20,Crypto,Bengaluru,Normal
T0023281,P02329,P04314,52994,2025-05-30,Bank Transfer,Pune,Normal
T0023282,P01112,P06336,44116,2025-03-12,Bank Transfer,Kolkata,Normal
T0023283,P08868,P04899,121196,2025-04-14,Cash,Delhi,Normal
T0023284,P09647,P08253,42134,2025-03-03,Bank Transfer,Indore,Normal
T0023285,P04987,P02109,17100,2025-05-11,Bank Transfer,Hyderabad,Normal
T0023286,P06725,P04041,432751,2025-01-14,Bank Transfer,Mumbai,Suspicious
T0023287,P01470,P01373,60594,2025-12-28,Cash,Hyderabad,Normal
T0023288,P06742,P05295,23559,2025-05-22,Bank Transfer,Delhi,Normal
T0023289,P05485,P09078,123904,2025-04-10,UPI,Kolkata,Normal
T0023290,P05236,P09329,5869,2025-07-07,UPI,Bengaluru,Suspicious
T0023291,P03175,P09712,46311,2025-02-26,Cash,Delhi,Normal
T0023292,P01210,P06602,29196,2025-02-11,Bank Transfer,Mumbai,Normal
T0023293,P00273,P05801,120880,2025-11-27,Bank Transfer,Ahmedabad,Normal
T0023294,P00672,P04497,25115,2025-10-06,Bank Transfer,Delhi,Normal
T0023295,P01965,P02616,676488,2025-01-04,Crypto,Indore,Suspicious
T0023296,P01983,P01999,169021,2025-02-20,Bank Transfer,Hyderabad,Normal
T0023297,P07103,P08772,474375,2025-04-11,Crypto,Jaipur,Suspicious
T0023298,P03895,P06566,36461,2025-07-11,Wallet,Mumbai,Normal
T0023299,P01161,P00532,146412,2025-04-19,Bank Transfer,Mumbai,Normal
T0023300,P02071,P01792,117880,2025-09-21,Cash,Delhi,Normal
T0023301,P03675,P08769,15744,2025-05-03,Crypto,Bengaluru,Normal
T0023302,P07194,P00197,252308,2025-02-28,Bank Transfer,Kolkata,Normal
T0023303,P08892,P02752,104182,2025-01-28,Crypto,Rajkot,Normal
T0023304,P00917,P07822,23133,2025-07-15,Wallet,Hyderabad,Normal
T0023305,P03377,P04857,32572,2025-09-20,UPI,Delhi,Normal
T0023306,P02784,P09421,510618,2025-01-18,Bank Transfer,Vadodara,Suspicious
T0023307,P09226,P00053,863523,2025-06-01,UPI,Ahmedabad,Suspicious
T0023308,P07481,P09693,118788,2025-03-21,UPI,Bengaluru,Normal
T0023309,P09339,P08757,77495,2025-12-14,UPI,Delhi,Normal
T0023310,P06487,P05396,10660,2025-10-20,Bank Transfer,Ahmedabad,Normal
T0023311,P09887,P01660,69827,2025-05-11,Bank Transfer,Bengaluru,Normal
T0023312,P00887,P03528,131123,2025-04-27,Wallet,Delhi,Normal
T0023313,P08309,P07860,135777,2025-08-06,Bank Transfer,Mumbai,Normal
T0023314,P01303,P07685,14662,2025-02-01,UPI,Mumbai,Normal
T0023315,P09091,P06627,150015,2025-08-02,UPI,Rajkot,Normal
T0023316,P07414,P02847,88374,2025-03-31,Bank Transfer,Rajkot,Normal
T0023317,P00543,P00546,65253,2025-05-25,Bank Transfer,Vadodara,Suspicious
T0023318,P05172,P00222,55508,2025-07-15,Bank Transfer,Mumbai,Normal
T0023319,P05085,P03637,214954,2025-07-12,UPI,Delhi,Normal
T0023320,P05447,P00462,80016,2025-11-16,UPI,Rajkot,Normal
T0023321,P01974,P06917,436125,2025-11-15,Bank Transfer,Pune,Suspicious
T0023322,P07971,P00058,139987,2025-03-26,UPI,Kolkata,Normal
T0023323,P09362,P03509,87493,2025-02-01,Bank Transfer,Hyderabad,Normal
T0023324,P08260,P02559,664393,2025-07-18,UPI,Jaipur,Suspicious
T0023325,P02039,P04722,960733,2025-03-06,UPI,Bengaluru,Suspicious
T0023326,P03855,P05369,181110,2025-09-05,Wallet,Jaipur,Normal
T0023327,P03134,P01323,80377,2025-07-12,Cash,Hyderabad,Normal
T0023328,P03617,P06086,84882,2025-12-25,Crypto,Ahmedabad,Normal
T0023329,P01571,P03115,728266,2025-07-04,UPI,Bengaluru,Suspicious
T0023330,P04359,P06070,786520,2025-03-20,Cash,Ahmedabad,Suspicious
T0023331,P03988,P04172,36805,2025-04-30,Bank Transfer,Indore,Normal
T0023332,P03839,P05117,99664,2025-08-01,Bank Transfer,Indore,Normal
T0023333,P07266,P01411,74007,2025-10-02,Wallet,Vadodara,Normal
T0023334,P06941,P00856,1157251,2025-08-11,UPI,Delhi,Suspicious
T0023335,P08399,P07907,56512,2025-12-15,Bank Transfer,Rajkot,Normal
T0023336,P03161,P09678,25722,2025-09-07,Crypto,Indore,Normal
T0023337,P01214,P06518,203388,2025-03-03,Bank Transfer,Mumbai,Normal
T0023338,P04401,P05677,142550,2025-01-07,Crypto,Delhi,Normal
T0023339,P08059,P04344,50241,2025-01-26,Bank Transfer,Surat,Normal
T0023340,P04611,P04334,210166,2025-07-08,Cash,Vadodara,Normal
T0023341,P05464,P09771,15833,2025-10-30,Bank Transfer,Vadodara,Normal
T0023342,P04365,P05726,115205,2025-07-13,Wallet,Vadodara,Normal
T0023343,P02570,P02333,30415,2025-11-27,Bank Transfer,Kolkata,Normal
T0023344,P00403,P09505,10376,2025-12-09,Cash,Bengaluru,Normal
T0023345,P04404,P00861,171725,2025-04-08,Bank Transfer,Ahmedabad,Normal
T0023346,P09572,P02649,169141,2025-09-14,Bank Transfer,Pune,Suspicious
T0023347,P03703,P03921,30982,2025-11-17,UPI,Ahmedabad,Normal
T0023348,P03168,P09091,42930,2025-08-10,UPI,Pune,Normal
T0023349,P08319,P08320,64642,2025-11-03,Bank Transfer,Jaipur,Normal
T0023350,P08576,P05353,29004,2025-08-08,UPI,Vadodara,Normal
T0023351,P02225,P07508,106972,2025-07-20,UPI,Vadodara,Normal
T0023352,P01562,P05605,63283,2025-08-28,Bank Transfer,Delhi,Normal
T0023353,P08124,P09523,27793,2025-08-30,UPI,Vadodara,Normal
T0023354,P04691,P03187,75097,2025-03-22,Bank Transfer,Bengaluru,Normal
T0023355,P01028,P00897,324400,2025-01-13,UPI,Rajkot,Suspicious
T0023356,P03055,P07095,28825,2025-11-01,UPI,Delhi,Normal
T0023357,P03581,P05278,124943,2025-04-13,Bank Transfer,Delhi,Normal
T0023358,P04413,P06191,81158,2025-06-15,Bank Transfer,Pune,Normal
T0023359,P07690,P02546,297343,2025-05-18,Crypto,Ahmedabad,Normal
T0023360,P02981,P08511,619532,2025-01-13,UPI,Vadodara,Suspicious
T0023361,P01490,P01032,195999,2025-03-21,UPI,Mumbai,Normal
T0023362,P09530,P06489,127867,2025-12-26,Bank Transfer,Surat,Normal
T0023363,P00071,P09625,441207,2025-07-04,UPI,Delhi,Suspicious
T0023364,P09796,P00418,108486,2025-06-24,Bank Transfer,Indore,Normal
T0023365,P01343,P05986,99402,2025-10-11,Crypto,Jaipur,Normal
T0023366,P05980,P00254,12711,2025-04-27,Crypto,Mumbai,Normal
T0023367,P02317,P04212,87232,2025-08-08,Bank Transfer,Hyderabad,Normal
T0023368,P07175,P06554,51050,2025-03-23,Bank Transfer,Bengaluru,Normal
T0023369,P07494,P04719,373358,2025-06-17,UPI,Rajkot,Suspicious
T0023370,P05941,P06254,164246,2025-03-31,Crypto,Delhi,Normal
T0023371,P09423,P00443,401009,2025-10-31,Crypto,Kolkata,Suspicious
T0023372,P00369,P07811,27876,2025-11-11,Bank Transfer,Pune,Normal
T0023373,P02095,P05262,96972,2025-08-12,Bank Transfer,Indore,Normal
T0023374,P07778,P09319,353863,2025-04-21,Bank Transfer,Kolkata,Suspicious
T0023375,P01540,P01603,53020,2025-05-05,Wallet,Surat,Normal
T0023376,P08673,P08640,49135,2025-06-05,Bank Transfer,Kolkata,Normal
T0023377,P00885,P06688,30006,2025-04-07,Crypto,Surat,Normal
T0023378,P02899,P04302,90220,2025-01-03,Bank Transfer,Delhi,Normal
T0023379,P04436,P05859,10615,2025-01-18,UPI,Delhi,Normal
T0023380,P07462,P07607,63550,2025-07-23,Cash,Delhi,Suspicious
T0023381,P07987,P02325,60030,2025-09-06,Bank Transfer,Indore,Normal
T0023382,P03058,P05238,195336,2025-09-30,Cash,Mumbai,Normal
T0023383,P00896,P04021,106332,2025-02-15,Crypto,Pune,Normal
T0023384,P04661,P04662,28775,2025-07-02,Bank Transfer,Surat,Normal
T0023385,P07287,P09598,49018,2025-10-15,Bank Transfer,Delhi,Normal
T0023386,P01947,P09169,40312,2025-12-10,UPI,Pune,Normal
T0023387,P02958,P05414,499095,2025-11-13,Cash,Kolkata,Suspicious
T0023388,P08391,P04282,66753,2025-05-23,Cash,Kolkata,Normal
T0023389,P01001,P03841,68077,2025-08-01,Bank Transfer,Vadodara,Suspicious
T0023390,P07115,P02772,184910,2025-02-18,UPI,Hyderabad,Normal
T0023391,P09674,P00772,33189,2025-12-20,Bank Transfer,Delhi,Suspicious
T0023392,P05207,P00555,35631,2025-09-07,UPI,Jaipur,Normal
T0023393,P08118,P08594,53217,2025-04-23,Bank Transfer,Delhi,Normal
T0023394,P02974,P03945,13149,2025-11-25,Crypto,Pune,Normal
T0023395,P06762,P05059,15109,2025-08-30,Bank Transfer,Rajkot,Normal
T0023396,P03987,P09607,600656,2025-11-01,Bank Transfer,Bengaluru,Suspicious
T0023397,P01421,P07615,73440,2025-12-16,Bank Transfer,Vadodara,Normal
T0023398,P05912,P00606,11352,2025-10-21,Cash,Ahmedabad,Normal
T0023399,P00643,P04447,23112,2025-10-02,UPI,Hyderabad,Suspicious
T0023400,P02819,P00923,22673,2025-12-28,Crypto,Bengaluru,Normal
T0023401,P09656,P02715,12564,2025-07-18,Bank Transfer,Delhi,Normal
T0023402,P04709,P09725,73464,2025-02-05,UPI,Jaipur,Normal
T0023403,P05184,P00866,23626,2025-11-27,UPI,Delhi,Normal
T0023404,P09737,P08919,84952,2025-08-28,Crypto,Rajkot,Normal
T0023405,P00938,P05430,220118,2025-04-23,Cash,Mumbai,Normal
T0023406,P04871,P09579,5659,2025-05-22,Bank Transfer,Pune,Suspicious
T0023407,P03006,P01864,56217,2025-03-20,Wallet,Hyderabad,Normal
T0023408,P05058,P03214,118952,2025-04-09,Bank Transfer,Delhi,Suspicious
T0023409,P08484,P05221,30307,2025-12-26,Bank Transfer,Indore,Normal
T0023410,P00381,P04613,43253,2025-06-08,Bank Transfer,Bengaluru,Normal
T0023411,P05069,P07538,37273,2025-10-05,Bank Transfer,Jaipur,Normal
T0023412,P08578,P03256,650149,2025-02-03,Bank Transfer,Mumbai,Suspicious
T0023413,P00778,P03290,49777,2025-06-07,Cash,Hyderabad,Suspicious
T0023414,P02472,P00419,85993,2025-09-24,Bank Transfer,Pune,Normal
T0023415,P07934,P09404,49001,2025-01-24,Bank Transfer,Indore,Normal
T0023416,P04585,P06180,41832,2025-11-08,Bank Transfer,Mumbai,Normal
T0023417,P01312,P06710,28783,2025-10-14,UPI,Bengaluru,Suspicious
T0023418,P07798,P05872,201853,2025-09-29,Wallet,Mumbai,Normal
T0023419,P09401,P02330,34186,2025-06-23,UPI,Ahmedabad,Normal
T0023420,P00790,P08026,12645,2025-04-26,Crypto,Delhi,Normal
T0023421,P05430,P06967,53763,2025-05-09,UPI,Indore,Normal
T0023422,P09898,P00146,524318,2025-07-04,Wallet,Hyderabad,Suspicious
T0023423,P05719,P00878,175229,2025-09-13,UPI,Rajkot,Normal
T0023424,P06919,P07180,33532,2025-06-23,UPI,Surat,Normal
T0023425,P05800,P02835,47156,2025-02-20,Bank Transfer,Jaipur,Normal
T0023426,P07472,P08226,60390,2025-07-11,Crypto,Delhi,Normal
T0023427,P02751,P01326,68630,2025-07-02,UPI,Surat,Normal
T0023428,P04114,P04271,42641,2025-05-22,Crypto,Indore,Normal
T0023429,P02617,P02360,564326,2025-04-12,Bank Transfer,Indore,Suspicious
T0023430,P05405,P08317,31214,2025-03-19,Bank Transfer,Bengaluru,Normal
T0023431,P05339,P07711,76122,2025-10-21,UPI,Mumbai,Suspicious
T0023432,P00864,P02747,86442,2025-10-10,Bank Transfer,Bengaluru,Normal
T0023433,P00319,P02201,58492,2025-07-09,UPI,Kolkata,Normal
T0023434,P04919,P07632,339713,2025-07-05,Bank Transfer,Rajkot,Suspicious
T0023435,P01428,P03218,2540,2025-08-17,Bank Transfer,Kolkata,Normal
T0023436,P04616,P05404,237365,2025-08-12,Bank Transfer,Ahmedabad,Normal
T0023437,P08374,P07713,165088,2025-03-12,Bank Transfer,Indore,Normal
T0023438,P09392,P06194,50953,2025-06-27,Bank Transfer,Indore,Suspicious
T0023439,P05138,P02688,17369,2025-02-03,Crypto,Ahmedabad,Normal
T0023440,P08444,P06689,154998,2025-09-04,UPI,Kolkata,Normal
T0023441,P01436,P09402,35813,2025-12-21,Bank Transfer,Rajkot,Normal
T0023442,P09919,P03794,71727,2025-10-12,UPI,Mumbai,Normal
T0023443,P06411,P07518,121003,2025-03-21,Bank Transfer,Ahmedabad,Normal
T0023444,P03085,P06948,23499,2025-02-06,UPI,Delhi,Normal
T0023445,P06986,P00298,179000,2025-07-09,Bank Transfer,Kolkata,Normal
T0023446,P03166,P08308,23226,2025-03-16,UPI,Jaipur,Normal
T0023447,P07698,P07469,70947,2025-04-28,UPI,Kolkata,Normal
T0023448,P01811,P08228,61232,2025-08-05,Cash,Hyderabad,Normal
T0023449,P09381,P01744,35987,2025-11-01,Cash,Pune,Normal
T0023450,P06250,P06693,17365,2025-03-09,Bank Transfer,Vadodara,Normal
T0023451,P02530,P03179,26796,2025-09-14,Cash,Kolkata,Normal
T0023452,P04887,P02115,32076,2025-09-09,Bank Transfer,Ahmedabad,Normal
T0023453,P07256,P08374,10515,2025-06-10,Bank Transfer,Bengaluru,Normal
T0023454,P00062,P09927,233111,2025-11-22,UPI,Surat,Normal
T0023455,P08671,P05511,42917,2025-06-18,UPI,Jaipur,Suspicious
T0023456,P00739,P06590,12412,2025-01-03,Bank Transfer,Indore,Normal
